,id,title,genres_list,director,vote_average
2525,33217,Diary of a Wimpy Kid,"['Comedy', 'Family']",Thor Freudenthal,5.9
2526,132232,Mama,['Horror'],Andy Muschietti,6.0
2527,11153,National Lampoon's Vacation,"['Comedy', 'Adventure', 'Romance']",Harold Ramis,7.1
2528,208134,Bad Grandpa,['Comedy'],Jeff Tremaine,6.0
2529,1165,The Queen,['Drama'],Stephen Frears,6.8
2530,4011,Beetlejuice,"['Fantasy', 'Comedy']",Tim Burton,7.1
2531,17202,Why Did I Get Married?,"['Comedy', 'Drama']",Tyler Perry,6.1
2532,9587,Little Women,"['Drama', 'Romance']",Gillian Armstrong,7.0
2533,65086,The Woman in Black,"['Drama', 'Horror', 'Thriller']",James Watkins,6.1
2534,10053,When a Stranger Calls,"['Horror', 'Thriller']",Simon West,5.4
2535,11870,Big Fat Liar,"['Comedy', 'Family']",Shawn Levy,5.6
2536,11778,The Deer Hunter,"['Drama', 'War']",Michael Cimino,7.8
2537,586,Wag the Dog,"['Comedy', 'Drama']",Barry Levinson,6.7
2538,18736,The Lizzie McGuire Movie,"['Family', 'Comedy']",Jim Fall,5.7
2539,134411,Snitch,"['Thriller', 'Drama']",Ric Roman Waugh,5.8
2540,287903,Krampus,"['Horror', 'Comedy', 'Fantasy']",Michael Dougherty,5.9
2541,9276,The Faculty,"['Horror', 'Mystery', 'Science Fiction']",Robert Rodriguez,6.2
2542,15765,What's Love Got to Do with It,"['Drama', 'Music']",Brian Gibson,6.9
2543,2142,Cop Land,"['Action', 'Crime', 'Drama']",James Mangold,6.6
2544,11397,Not Another Teen Movie,['Comedy'],Joel Gallen,5.5
2545,77016,End of Watch,"['Crime', 'Drama', 'Thriller']",David Ayer,7.2
2546,11478,The Skulls,"['Crime', 'Drama', 'Thriller']",Rob Cohen,5.8
2547,266856,The Theory of Everything,"['Drama', 'Romance']",James Marsh,7.8
2548,13411,Malibu's Most Wanted,"['Comedy', 'Crime']",John Whitesell,4.7
2549,10564,Where the Heart Is,"['Comedy', 'Drama', 'Romance']",Matt Williams,6.9
2550,947,Lawrence of Arabia,"['Adventure', 'Drama', 'History', 'War']",David Lean,7.8
2551,24150,Halloween II,['Horror'],Rob Zombie,5.1
2552,228970,Wild,['Drama'],Jean-Marc Vallée,7.0
2553,18405,The Last House on the Left,"['Crime', 'Thriller', 'Horror', 'Drama']",Dennis Iliadis,6.2
2554,6961,The Wedding Date,"['Comedy', 'Romance']",Clare Kilner,6.2
2555,11442,Halloween: Resurrection,"['Horror', 'Thriller']",Rick Rosenthal,4.5
2556,2493,The Princess Bride,"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']",Rob Reiner,7.6
2557,14047,The Great Debaters,['Drama'],Denzel Washington,6.9
2558,64690,Drive,"['Drama', 'Action', 'Thriller', 'Crime']",Nicolas Winding Refn,7.4
2559,11132,Confessions of a Teenage Drama Queen,['Comedy'],Sara Sugarman,5.1
2560,17127,The Object of My Affection,"['Comedy', 'Drama', 'Romance']",Nicholas Hytner,5.6
2561,1562,28 Weeks Later,"['Horror', 'Thriller', 'Science Fiction']",Juan Carlos Fresnadillo,6.5
2562,232679,When the Game Stands Tall,['Drama'],Thomas Carter,6.3
2563,17880,Because of Winn-Dixie,"['Comedy', 'Drama', 'Family']",Wayne Wang,6.1
2564,14736,Love & Basketball,"['Action', 'Comedy', 'Drama', 'Romance']",Gina Prince-Bythewood,7.4
2565,9434,Grosse Pointe Blank,"['Action', 'Comedy', 'Thriller', 'Romance']",George Armitage,6.9
2566,23706,All About Steve,['Comedy'],Phil Traill,4.7
2567,11531,Book of Shadows: Blair Witch 2,"['Mystery', 'Thriller', 'Horror']",Joe Berlinger,4.3
2568,9100,The Craft,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Andrew Fleming,6.3
2569,116,Match Point,"['Drama', 'Thriller', 'Crime', 'Romance']",Woody Allen,7.3
2570,38843,Ramona and Beezus,"['Comedy', 'Family']",Elizabeth Allen Rosenbaum,6.1
2571,1245,The Remains of the Day,"['Drama', 'Romance']",James Ivory,7.5
2572,4995,Boogie Nights,['Drama'],Paul Thomas Anderson,7.5
2573,10413,Nowhere to Run,"['Action', 'Adventure', 'Drama', 'Thriller']",Robert Harmon,5.5
2574,14012,Flicka,['Drama'],Michael Mayer,6.1
2575,9793,The Hills Have Eyes 2,"['Horror', 'Thriller']",Martin Weisz,5.2
2576,12212,Urban Legends: Final Cut,['Horror'],John Ottman,4.4
2577,13768,Tuck Everlasting,"['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",Jay Russell,6.4
2578,8975,The Marine,"['Action', 'Adventure', 'Drama', 'Thriller']",John Bonito,5.0
2579,342521,Keanu,"['Action', 'Comedy']",Peter Atencio,6.0
2580,45272,Country Strong,"['Drama', 'Romance']",Shana Feste,5.9
2581,9424,Disturbing Behavior,"['Mystery', 'Horror', 'Science Fiction']",David Nutter,5.5
2582,97367,The Place Beyond the Pines,"['Drama', 'Crime']",Derek Cianfrance,6.8
2583,254904,The November Man,"['Crime', 'Action', 'Thriller']",Roger Donaldson,6.0
2584,18681,Eye of the Beholder,"['Drama', 'Mystery', 'Thriller']",Stephan Elliott,5.3
2585,12162,The Hurt Locker,"['Drama', 'Thriller', 'War']",Kathryn Bigelow,7.2
2586,11495,Firestarter,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']",Mark L. Lester,5.9
2587,64689,Killing Them Softly,"['Crime', 'Thriller']",Andrew Dominik,5.8
2588,157849,A Most Wanted Man,['Thriller'],Anton Corbijn,6.5
2589,13166,Freddy Got Fingered,['Comedy'],Tom Green,4.6
2590,15511,VeggieTales: The Pirates Who Don't Do Anything,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Mike Nawrocki,5.9
2591,37003,U2 3D,"['Music', 'Documentary']",Mark Pellington,6.7
2592,12211,Highlander: Endgame,"['Action', 'Fantasy', 'Science Fiction']",Douglas Aarniokoski,4.4
2593,13816,Idlewild,"['Crime', 'Drama', 'Music']",Bryan Barber,5.1
2594,51828,One Day,"['Drama', 'Romance']",Lone Scherfig,7.0
2595,22798,Whip It,['Drama'],Drew Barrymore,6.7
2596,7501,Knockaround Guys,"['Crime', 'Thriller']",Brian Koppelman,5.9
2597,10743,Confidence,"['Action', 'Comedy', 'Thriller', 'Crime']",James Foley,6.4
2598,37718,The Muse,"['Fantasy', 'Comedy']",Albert Brooks,5.3
2599,15237,De-Lovely,"['Drama', 'Music']",Irwin Winkler,6.3
2600,9686,New York Stories,"['Comedy', 'Drama', 'Romance']",Francis Ford Coppola,6.2
2601,17644,Barney's Great Adventure,['Family'],Steve Gomer,2.9
2602,97430,The Man with the Iron Fists,['Action'],RZA,5.2
2603,12257,Home Fries,"['Drama', 'Comedy', 'Romance']",Dean Parisot,4.8
2604,13539,Here On Earth,['Romance'],Mark Piznarski,5.4
2605,68,Brazil,"['Comedy', 'Science Fiction']",Terry Gilliam,7.5
2606,14024,Raise Your Voice,"['Music', 'Drama', 'Romance']",Sean McNamara,6.0
2607,115,The Big Lebowski,"['Comedy', 'Crime']",Joel Coen,7.8
2608,7874,Black Snake Moan,['Drama'],Craig Brewer,6.6
2609,4911,Dark Blue,"['Action', 'Crime', 'Drama', 'Thriller']",Ron Shelton,6.5
2610,1988,A Mighty Heart,"['Drama', 'Thriller']",Michael Winterbottom,6.7
2611,16222,Whatever It Takes,"['Drama', 'Comedy', 'Romance']",David Raynr,5.0
2612,9557,Boat Trip,['Comedy'],Mort Nathan,4.7
2613,9026,The Importance of Being Earnest,"['Comedy', 'Drama', 'History', 'Romance']",Oliver Parker,6.7
2614,57943,The Love Letter,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Dan Curtis,4.7
2615,18276,Hoot,"['Drama', 'Family']",Wil Shriner,5.5
2616,8321,In Bruges,"['Comedy', 'Drama', 'Crime']",Martin McDonagh,7.4
2617,72359,Peeples,['Comedy'],Tina Gordon Chism,5.6
2618,10186,The Rocker,"['Comedy', 'Music']",Peter Cattaneo,5.6
2619,25704,Post Grad,['Comedy'],Vicky Jenson,5.0
2620,133694,Promised Land,['Drama'],Gus Van Sant,6.0
2621,19265,Whatever Works,"['Comedy', 'Romance']",Woody Allen,6.8
2622,36047,The In Crowd,['Thriller'],Mary Lambert,4.7
2623,8053,The Three Burials of Melquiades Estrada,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",Tommy Lee Jones,7.0
2624,2290,Jakob the Liar,"['Comedy', 'Drama', 'History']",Peter Kassovitz,6.0
2625,5236,Kiss Kiss Bang Bang,"['Action', 'Comedy', 'Crime', 'Mystery']",Shane Black,7.2
2626,6552,Idle Hands,"['Thriller', 'Comedy', 'Horror']",Rodman Flender,6.1
2627,1018,Mulholland Drive,"['Thriller', 'Drama', 'Mystery']",David Lynch,7.6
2628,10075,Blood and Chocolate,"['Drama', 'Fantasy', 'Horror', 'Romance']",Katja von Garnier,5.4
2629,38031,You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",Woody Allen,5.8
2630,42188,Never Let Me Go,"['Drama', 'Romance', 'Science Fiction']",Mark Romanek,6.8
2631,112430,The Company,['Drama'],Mikael Salomon,7.0
2632,6687,Transsiberian,"['Thriller', 'Crime', 'Mystery']",Brad Anderson,6.5
2633,13853,The Clan of the Cave Bear,"['Adventure', 'Drama']",Michael Chapman,4.8
2634,31306,Crazy in Alabama,"['Comedy', 'Drama']",Antonio Banderas,6.5
2635,8461,Funny Games,"['Horror', 'Thriller', 'Crime']",Michael Haneke,6.3
2636,331592,Listening,"['Drama', 'Thriller', 'Science Fiction']",Khalil Sullins,5.5
2637,47692,Felicia's Journey,['Drama'],Atom Egoyan,6.6
2638,19,Metropolis,"['Drama', 'Science Fiction']",Fritz Lang,8.0
2639,10045,District B13,"['Action', 'Thriller', 'Science Fiction']",Pierre Morel,6.5
2640,400,Things to Do in Denver When You're Dead,"['Drama', 'Crime']",Gary Fleder,6.7
2641,253450,The Assassin,"['Action', 'Drama', 'History']",Hou Hsiao-hsien,6.6
2642,9104,Buffalo Soldiers,"['Drama', 'Comedy', 'War', 'Crime', 'Thriller']",Gregor Jordan,6.5
2643,11190,The Return,"['Thriller', 'Drama', 'Mystery']",Andrey Zvyagintsev,7.4
2644,16353,Ong Bak 2,"['Adventure', 'Action', 'Thriller']",Tony Jaa,6.0
2645,23759,Centurion,"['Adventure', 'Action', 'Drama']",Neil Marshall,5.9
2646,24206,Silent Trigger,"['Drama', 'Action', 'Thriller']",Russell Mulcahy,5.0
2647,10185,The Midnight Meat Train,"['Mystery', 'Drama', 'Crime', 'Thriller', 'Horror']",Ryûhei Kitamura,6.0
2648,75033,Winnie Mandela,['Drama'],Darrell James Roodt,5.2
2649,74536,The Son of No One,"['Drama', 'Thriller', 'Crime']",Dito Montiel,4.8
2650,31668,All The Queen's Men,"['Action', 'Comedy', 'Drama', 'History']",Stefan Ruzowitzky,6.1
2651,13501,The Good Night,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Music']",Jake Paltrow,5.7
2652,15208,Bathory: Countess of Blood,"['Drama', 'Fantasy']",Juraj Jakubisko,5.6
2653,172391,Khumba,"['Animation', 'Adventure', 'Family']",Anthony Silverston,5.8
2654,262543,Automata,"['Thriller', 'Science Fiction']",Gabe Ibáñez,5.6
2655,9288,Dungeons & Dragons: Wrath of the Dragon God,"['Action', 'Adventure', 'Fantasy']",Gerry Lively,4.8
2656,370980,Chiamatemi Francesco - Il Papa della gente,['Drama'],Daniele Luchetti,7.3
2657,20083,Shinjuku Incident,"['Drama', 'Action', 'Thriller', 'Crime']",Derek Yee Tung-Sing,6.7
2658,40880,Pandaemonium,"['Drama', 'Foreign']",Julien Temple,4.5
2659,137,Groundhog Day,"['Romance', 'Fantasy', 'Drama', 'Comedy']",Harold Ramis,7.4
2660,264999,Magic Mike XXL,"['Comedy', 'Drama', 'Music']",Gregory Jacobs,6.3
2661,454,Romeo + Juliet,"['Drama', 'Romance']",Baz Luhrmann,6.7
2662,53457,Sarah's Key,"['Drama', 'War']",Gilles Paquet-Brenner,7.2
2663,288980,Freedom,['Drama'],Peter Cousens,5.8
2664,33,Unforgiven,['Western'],Clint Eastwood,7.7
2665,1951,Manderlay,['Drama'],Lars von Trier,6.9
2666,12405,Slumdog Millionaire,"['Drama', 'Romance']",Danny Boyle,7.6
2667,10998,Fatal Attraction,"['Drama', 'Romance', 'Thriller']",Adrian Lyne,6.6
2668,114,Pretty Woman,"['Romance', 'Comedy']",Garry Marshall,7.0
2669,9396,Crocodile Dundee II,"['Adventure', 'Comedy']",John Cornell,5.5
2670,319910,Broken Horses,"['Thriller', 'Mystery', 'Drama', 'Crime']",Vidhu Vinod Chopra,5.0
2671,2604,Born on the Fourth of July,"['Drama', 'War']",Oliver Stone,6.7
2672,864,Cool Runnings,['Comedy'],Jon Turteltaub,6.8
2673,14435,My Bloody Valentine,"['Mystery', 'Horror']",Patrick Lussier,5.3
2674,1931,Stomp the Yard,"['Drama', 'Music']",Sylvain White,6.1
2675,691,The Spy Who Loved Me,"['Adventure', 'Action', 'Thriller']",Lewis Gilbert,6.6
2676,9877,Urban Legend,"['Horror', 'Thriller']",Jamie Blanks,5.6
2677,62008,Good Deeds,"['Comedy', 'Drama', 'Romance']",Tyler Perry,6.2
2678,12227,White Fang,"['Action', 'Adventure', 'Drama', 'Family']",Randal Kleiser,6.5
2679,13824,Superstar,"['Comedy', 'Family']",Bruce McCulloch,5.1
2680,71688,The Iron Lady,"['History', 'Drama']",Phyllida Lloyd,6.2
2681,15173,Jonah: A VeggieTales Movie,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",Phil Vischer,6.4
2682,8291,Poetic Justice,"['Drama', 'Romance']",John Singleton,6.9
2683,13950,All About the Benjamins,"['Action', 'Adventure', 'Comedy']",Kevin Bray,5.8
2684,12158,Vampire in Brooklyn,"['Comedy', 'Horror', 'Romance']",Wes Craven,4.5
2685,11586,Exorcist II: The Heretic,"['Horror', 'Thriller', 'Fantasy']",John Boorman,4.5
2686,10008,An American Haunting,"['Horror', 'Thriller']",Courtney Solomon,5.3
2687,2830,My Boss's Daughter,"['Comedy', 'Romance']",David Zucker,4.4
2688,12403,A Perfect Getaway,"['Thriller', 'Mystery', 'Adventure']",David Twohy,6.2
2689,34563,Our Family Wedding,['Comedy'],Rick Famuyiwa,5.7
2690,14557,Dead Man on Campus,['Comedy'],Alan Cohn,5.6
2691,10368,Tea with Mussolini,"['Comedy', 'Drama', 'War']",Franco Zeffirelli,5.8
2692,10280,Thinner,"['Horror', 'Thriller']",Tom Holland,5.5
2693,12637,"New York, New York","['Drama', 'Music', 'Romance']",Martin Scorsese,6.1
2694,34152,Crooklyn,"['Comedy', 'Drama']",Spike Lee,6.7
2695,14434,I Think I Love My Wife,"['Comedy', 'Romance']",Chris Rock,5.0
2696,11470,Jason X,"['Horror', 'Science Fiction']",James Isaac,4.5
2697,10741,Bobby,"['History', 'Drama']",Emilio Estevez,6.4
2698,24940,Head Over Heels,"['Comedy', 'Romance']",Mark Waters,5.3
2699,82679,Fun Size,['Comedy'],Josh Schwartz,5.5
2700,2013,The Diving Bell and the Butterfly,['Drama'],Julian Schnabel,7.4
2701,1440,Little Children,"['Romance', 'Drama']",Todd Field,6.9
2702,18041,Gossip,"['Drama', 'Mystery', 'Thriller']",Davis Guggenheim,5.5
2703,28029,A Walk on the Moon,"['Drama', 'Romance']",Tony Goldwyn,6.2
2704,1123,Catch a Fire,"['Action', 'Drama', 'Thriller']",Phillip Noyce,6.4
2705,14033,Soul Survivors,"['Horror', 'Mystery', 'Thriller']",Stephen Carpenter,4.4
2706,87729,Jefferson in Paris,"['Drama', 'Romance']",James Ivory,5.2
2707,16899,Easy Virtue,"['Comedy', 'Romance']",Stephan Elliott,6.3
2708,41317,Caravans,"['Action', 'Adventure', 'Drama', 'Romance']",James Fargo,5.8
2709,245700,Mr. Turner,"['History', 'Drama']",Mike Leigh,6.3
2710,37842,Wild Grass,"['Drama', 'Romance']",Alain Resnais,5.8
2711,9045,Amen.,"['Drama', 'History']",Costa-Gavras,7.1
2712,44092,Reign of Assassins,"['History', 'Action']",John Woo,6.7
2713,16005,The Lucky Ones,"['Comedy', 'Drama', 'History']",Neil Burger,6.3
2714,44754,Margaret,['Drama'],Kenneth Lonergan,6.1
2715,23988,Stan Helsing,"['Comedy', 'Horror']",Bo Zenga,4.0
2716,43949,Flipped,"['Romance', 'Drama']",Rob Reiner,7.4
2717,142,Brokeback Mountain,"['Drama', 'Romance']",Ang Lee,7.5
2718,9603,Clueless,"['Comedy', 'Drama', 'Romance']",Amy Heckerling,6.9
2719,10712,Far from Heaven,"['Drama', 'Romance']",Todd Haynes,6.9
2720,243938,Hot Tub Time Machine 2,['Comedy'],Steve Pink,5.0
2721,10876,Quills,['Drama'],Philip Kaufman,6.8
2722,86838,Seven Psychopaths,"['Comedy', 'Crime']",Martin McDonagh,6.7
2723,25208,The Caveman's Valentine,"['Drama', 'Mystery', 'Thriller']",Kasi Lemmons,6.0
2724,613,Downfall,"['Drama', 'History', 'War']",Oliver Hirschbiegel,7.7
2725,1913,The Sea Inside,['Drama'],Alejandro Amenábar,7.2
2726,97370,Under the Skin,"['Thriller', 'Science Fiction', 'Drama']",Jonathan Glazer,6.0
2727,801,"Good Morning, Vietnam","['Comedy', 'Drama', 'War']",Barry Levinson,7.1
2728,70829,The Last Godfather,"['Action', 'Comedy', 'Thriller']",Shim Hyung-Rae,4.7
2729,54518,Justin Bieber: Never Say Never,"['Documentary', 'Music', 'Family']",Jon M. Chu,4.8
2730,44214,Black Swan,"['Drama', 'Thriller']",Darren Aronofsky,7.3
2731,240,The Godfather: Part II,"['Drama', 'Crime']",Francis Ford Coppola,8.3
2732,9816,Save the Last Dance,"['Drama', 'Family', 'Romance', 'Music']",Thomas Carter,6.3
2733,10131,A Nightmare on Elm Street 4: The Dream Master,"['Horror', 'Thriller']",Renny Harlin,5.8
2734,339984,Miracles from Heaven,['Drama'],Patricia Riggen,6.7
2735,8859,"Dude, Where’s My Car?",['Comedy'],Danny Leiner,5.2
2736,11967,Young Guns,"['Crime', 'Action', 'Adventure', 'Drama', 'Western']",Christopher Cain,6.6
2737,239563,St. Vincent,['Comedy'],Theodore Melfi,7.1
2738,222899,About Last Night,"['Comedy', 'Romance']",Steve Pink,6.0
2739,4951,10 Things I Hate About You,"['Comedy', 'Romance', 'Drama']",Gil Junger,7.3
2740,10985,The New Guy,"['Comedy', 'Family']",Ed Decter,5.7
2741,9644,National Lampoon's Loaded Weapon 1,['Comedy'],Gene Quintano,5.7
2742,332567,The Shallows,"['Horror', 'Drama', 'Thriller']",Jaume Collet-Serra,6.2
2743,1954,The Butterfly Effect,"['Science Fiction', 'Thriller']",Eric Bress,7.3
2744,15489,Snow Day,"['Comedy', 'Family']",Chris Koch,4.8
2745,15250,This Christmas,"['Comedy', 'Drama']",Preston A. Whitmore II,7.1
2746,22345,Baby Geniuses,"['Science Fiction', 'Comedy', 'Family']",Bob Clark,3.3
2747,9448,The Big Hit,"['Action', 'Adventure', 'Comedy', 'Thriller']",Kirk Wong,6.1
2748,38223,Harriet the Spy,"['Comedy', 'Drama', 'Family']",Bronwen Hughes,5.7
2749,11186,Child's Play 2,"['Drama', 'Horror']",John Lafia,5.8
2750,136835,No Good Deed,"['Crime', 'Thriller']",Sam Miller,5.6
2751,5876,The Mist,"['Science Fiction', 'Horror', 'Thriller']",Frank Darabont,6.7
2752,264660,Ex Machina,"['Drama', 'Science Fiction']",Alex Garland,7.6
2753,492,Being John Malkovich,"['Fantasy', 'Drama', 'Comedy']",Spike Jonze,7.3
2754,25462,Two Can Play That Game,"['Comedy', 'Romance']",Mark Brown,6.6
2755,238603,Earth to Echo,"['Family', 'Adventure', 'Science Fiction']",Dave Green,5.7
2756,10691,Crazy/Beautiful,"['Drama', 'Romance']",John Stockwell,6.6
2757,1251,Letters from Iwo Jima,"['Action', 'Adventure', 'Drama', 'War']",Clint Eastwood,7.2
2758,5172,The Astronaut Farmer,"['Adventure', 'Comedy', 'Drama', 'Science Fiction']",Michael Polish,6.2
2759,58680,Woo,"['Comedy', 'Romance']",Daisy von Scherler Mayer,5.5
2760,264644,Room,"['Drama', 'Thriller']",Lenny Abrahamson,8.1
2761,14577,Dirty Work,['Comedy'],Bob Saget,6.5
2762,11592,Serial Mom,"['Comedy', 'Crime', 'Horror', 'Thriller']",John Waters,6.4
2763,16406,Dick,['Comedy'],Andrew Fleming,5.7
2764,19052,Light It Up,"['Drama', 'Thriller']",Craig Bolotin,6.6
2765,3682,54,"['Music', 'Drama']",Mark Christopher,5.5
2766,9683,Bubble Boy,"['Adventure', 'Comedy', 'Drama', 'Romance']",Blair Hayes,5.1
2767,2084,Birthday Girl,"['Comedy', 'Crime', 'Thriller']",Jez Butterworth,6.1
2768,107811,21 & Over,['Comedy'],Jon Lucas,5.7
2769,2266,"Paris, je t'aime","['Drama', 'Romance']",Isabel Coixet,6.8
2770,13074,Resurrecting the Champ,['Drama'],Rod Lurie,5.9
2771,144340,Admission,"['Comedy', 'Drama', 'Romance']",Paul Weitz,5.4
2772,48217,The Widow of Saint-Pierre,"['Romance', 'Drama']",Patrice Leconte,6.7
2773,28211,Chloe,"['Drama', 'Thriller', 'Mystery']",Atom Egoyan,5.9
2774,47502,Faithful,"['Comedy', 'Crime', 'Drama']",Paul Mazursky,4.8
2775,9950,Find Me Guilty,"['Drama', 'Action', 'Comedy', 'Crime']",Sidney Lumet,6.5
2776,84892,The Perks of Being a Wallflower,"['Drama', 'Romance']",Stephen Chbosky,7.7
2777,24227,Excessive Force,['Action'],Jon Hess,4.5
2778,9672,Infamous,['Drama'],Douglas McGrath,6.4
2779,44853,The Claim,"['Drama', 'Romance', 'Western']",Michael Winterbottom,5.6
2780,157544,The Vatican Tapes,"['Thriller', 'Horror']",Mark Neveldine,4.6
2781,59678,Attack the Block,"['Action', 'Comedy', 'Science Fiction']",Joe Cornish,6.3
2782,79777,In the Land of Blood and Honey,"['Drama', 'Romance', 'War']",Angelina Jolie,5.8
2783,158011,The Call,"['Crime', 'Thriller']",Brad Anderson,6.6
2784,407887,Operation Chromite,"['History', 'Drama', 'War', 'Action']",John H. Lee,5.8
2785,17043,The Crocodile Hunter: Collision Course,"['Family', 'Action', 'Adventure']",John Stainton,5.3
2786,8952,I Love You Phillip Morris,"['Comedy', 'Drama', 'Romance']",Glenn Ficarra,6.4
2787,62204,Quest for Fire,"['Adventure', 'Drama']",Jean-Jacques Annaud,7.1
2788,13435,Antwone Fisher,"['Drama', 'Romance']",Denzel Washington,6.7
2789,17187,The Emperor's Club,"['Drama', 'Romance']",Michael Hoffman,6.9
2790,319,True Romance,"['Action', 'Thriller', 'Crime', 'Romance']",Tony Scott,7.5
2791,59457,Womb,"['Romance', 'Science Fiction']",Benedek Fliegauf,5.9
2792,9504,Glengarry Glen Ross,"['Crime', 'Drama', 'Mystery']",James Foley,7.5
2793,37414,The Killer Inside Me,"['Crime', 'Drama', 'Thriller']",Michael Winterbottom,6.0
2794,6217,Cat People,"['Drama', 'Fantasy', 'Horror', 'Thriller']",Paul Schrader,6.0
2795,26688,Sorority Row,"['Horror', 'Mystery', 'Thriller']",Stewart Hendler,5.4
2796,43867,The Prisoner of Zenda,"['Adventure', 'Drama', 'Romance']",John Cromwell,8.4
2797,6615,Lars and the Real Girl,"['Comedy', 'Romance', 'Drama']",Craig Gillespie,7.1
2798,14574,The Boy in the Striped Pyjamas,"['War', 'Drama']",Mark Herman,7.7
2799,16,Dancer in the Dark,"['Drama', 'Crime', 'Music']",Lars von Trier,7.6
2800,39780,Oscar and Lucinda,"['Drama', 'Romance']",Gillian Armstrong,6.2
2801,21612,The Funeral,"['Crime', 'Drama']",Abel Ferrara,7.3
2802,36691,Solitary Man,"['Comedy', 'Drama', 'Romance']",Brian Koppelman,5.8
2803,23631,Machete,"['Action', 'Comedy', 'Thriller']",Robert Rodriguez,6.3
2804,45324,Casino Jack,"['Crime', 'Comedy', 'Drama']",George Hickenlooper,6.0
2805,12144,The Land Before Time,"['Animation', 'Adventure', 'Family']",Don Bluth,7.0
2806,11658,Tae Guk Gi: The Brotherhood of War,"['Action', 'Adventure', 'Drama', 'History', 'War']",Kang Je-gyu,7.4
2807,56601,The Perfect Game,"['Drama', 'Family']",William Dear,6.3
2808,9552,The Exorcist,"['Drama', 'Horror', 'Thriller']",William Friedkin,7.5
2809,578,Jaws,"['Horror', 'Thriller', 'Adventure']",Steven Spielberg,7.5
2810,2105,American Pie,"['Comedy', 'Romance']",Chris Weitz,6.4
2811,126319,Ernest & Celestine,"['Animation', 'Comedy', 'Drama', 'Family']",Stéphane Aubier,7.6
2812,10136,The Golden Child,"['Action', 'Adventure', 'Comedy']",Michael Ritchie,5.6
2813,67660,Think Like a Man,"['Comedy', 'Romance']",Tim Story,6.9
2814,10611,Barbershop,"['Comedy', 'Drama']",Tim Story,6.2
2815,154,Star Trek II: The Wrath of Khan,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Nicholas Meyer,7.3
2816,3049,Ace Ventura: Pet Detective,"['Comedy', 'Mystery']",Tom Shadyac,6.4
2817,860,WarGames,"['Thriller', 'Science Fiction']",John Badham,7.0
2818,9281,Witness,"['Crime', 'Drama', 'Romance', 'Thriller']",Peter Weir,7.0
2819,75674,Act of Valor,"['Action', 'Thriller', 'War']",Mike McCoy,6.3
2820,9762,Step Up,"['Music', 'Drama', 'Romance', 'Crime']",Anne Fletcher,6.7
2821,3179,Beavis and Butt-Head Do America,"['Animation', 'Comedy']",Mike Judge,6.5
2822,184,Jackie Brown,"['Comedy', 'Crime', 'Romance']",Quentin Tarantino,7.3
2823,13335,Harold & Kumar Escape from Guantanamo Bay,"['Comedy', 'Adventure']",Jon Hurwitz,6.2
2824,76726,Chronicle,"['Science Fiction', 'Drama', 'Thriller']",Josh Trank,6.6
2825,10269,Yentl,"['Music', 'Drama', 'Romance']",Barbra Streisand,6.2
2826,36819,Time Bandits,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']",Terry Gilliam,6.6
2827,17130,Crossroads,"['Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Music', 'Romance']",Tamra Davis,4.7
2828,57214,Project X,"['Comedy', 'Crime']",Nima Nourizadeh,6.5
2829,11202,Patton,"['Drama', 'History', 'War']",Franklin J. Schaffner,7.3
2830,9357,One Hour Photo,"['Horror', 'Thriller']",Mark Romanek,6.6
2831,13812,Quarantine,"['Horror', 'Science Fiction', 'Thriller']",John Erick Dowdle,5.5
2832,9030,The Eye,"['Drama', 'Horror', 'Thriller']",David Moreau,5.5
2833,19084,Johnson Family Vacation,"['Comedy', 'Family']",Christopher Erskin,4.7
2834,8386,How High,['Comedy'],Jesse Dylan,6.3
2835,10437,The Muppet Christmas Carol,"['Comedy', 'Family', 'Fantasy', 'Drama']",Brian Henson,7.2
2836,1360,Frida,"['Drama', 'Romance']",Julie Taymor,7.3
2837,101267,Katy Perry: Part of Me,"['Documentary', 'Music']",Dan Cutforth,6.5
2838,222935,The Fault in Our Stars,"['Romance', 'Drama']",Josh Boone,7.6
2839,10220,Rounders,"['Drama', 'Crime']",John Dahl,6.9
2840,284296,Top Five,"['Drama', 'Comedy']",Chris Rock,6.3
2841,31915,Prophecy,"['Horror', 'Science Fiction']",John Frankenheimer,5.4
2842,11601,Stir of Echoes,"['Horror', 'Mystery', 'Thriller']",David Koepp,6.5
2843,205220,Philomena,['Drama'],Stephen Frears,7.4
2844,11354,The Upside of Anger,"['Comedy', 'Drama']",Mike Binder,6.4
